M256,arm,block,bound_by,intended,law,opportunity,q_event,realized_sink,reject_reason,rejected,sink_capacity,size,source_capacity,time
159.87106154908074,PARENT,LAW_29_L24_S910000,PLANNED,1.998388269363509,LAW_29,0,1.998388269363509,1.998388269363509,NONE,False,85.1245734413335,24,26.68116889811842,272
159.87106154908074,PARENT,LAW_29_L24_S910000,PLANNED,1.998388269363509,LAW_29,8,1.998388269363509,1.9983882693635089,NONE,False,60.33956521951948,24,15.239817676937388,400
159.87106154908074,PARENT,LAW_29_L24_S910000,PLANNED,1.998388269363509,LAW_29,16,1.998388269363509,1.998388269363509,NONE,False,36.4504753408671,24,4.484052148947935,528
159.87106154908074,PARENT,LAW_29_L24_S910000,SOURCE,1.998388269363509,LAW_29,24,0.7695990454573418,0.7695990454573418,NONE,False,20.768009698740357,24,0.7695990454573418,656
159.87106154908074,PARENT,LAW_29_L24_S910000,SOURCE,1.998388269363509,LAW_29,32,0.7630453345835092,0.7630453345835092,NONE,False,11.62135930772662,24,0.7630453345835092,784
159.87106154908074,PARENT,LAW_29_L24_S910000,SOURCE,1.998388269363509,LAW_29,40,0.9696765567945044,0.9696765567945045,NONE,False,5.253079272758554,24,0.9696765567945044,912
159.87106154908074,PARENT,LAW_29_L24_S910000,SOURCE,1.998388269363509,LAW_29,48,1.1741093119889614,1.1741093119889614,NONE,False,1.3850819750382866,24,1.1741093119889614,1040
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,51,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,1.4405659766117673,1088
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,52,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,2.4014511026195335,1104
159.87106154908074,PARENT,LAW_29_L24_S910000,SINK,1.998388269363509,LAW_29,56,0.4501435873123826,0.4501435873123826,NONE,False,0.4501435873123826,24,3.623082630754613,1168
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,57,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,4.020955577231325,1184
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,59,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,4.6314280140758575,1216
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,62,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,4.775418080124404,1264
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,63,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,5.5204223666421495,1280
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,64,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,6.183526223989941,1296
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,65,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,6.7828181110616885,1312
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,67,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,6.689576493344139,1344
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,68,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,7.328479887205461,1360
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,70,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,8.053268943079598,1392
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,72,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,8.328214678355693,1424
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,73,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,8.896645791812066,1440
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,74,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,9.40904942599531,1456
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,76,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,9.935522160506896,1488
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,77,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,10.403440724835248,1504
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,78,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,10.834562216405704,1520
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,79,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,11.236362585446798,1536
159.87106154908074,PARENT,LAW_29_L24_S910000,SINK,1.998388269363509,LAW_29,80,0.4502390463677204,0.4502390463677204,NONE,False,0.4502390463677204,24,11.614792495931901,1552
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,82,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,11.238473755129814,1584
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,83,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,11.718170255321866,1600
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,85,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,12.173055296281335,1632
159.87106154908074,PARENT,LAW_29_L24_S910000,NONE,1.998388269363509,LAW_29,86,0.0,0.0,NO_SINK_CAPACITY,True,0.0,24,12.601470457276157,1648
